family,species,plant,LM,SEM,TEM
Apiaceae,Trinia glauca,['2008725'],"['2015358', '2015359']","['2008726', '2008731', '2008734']",[]
Apiaceae,Trinia kitaibelii,[],[],"['1015791', '1015792', '1015793']",[]
Asteraceae,Tripleurospermum inodorum,[],"['2015250', '2015251']",[],[]
Asteraceae,Tripleurospermum maritimum,[],"['2013530', '2013531']",[],[]
Asteraceae,Tripleurospermum tenuifolium,[],"['2015253', '2015254']",[],[]
Asteraceae,Tripolium pannonicum,['2002863'],"['2013461', '2013462']","['2002871', '2002867', '2002869']",[]
Poaceae,Trisetum flavescens,['1021600'],"['1021603', '1021604']","['1021607', '1021608', '1021609']","['1021612', '1021613', '1021614']"
Malpighiaceae,Tristellateia australasiae,[],[],"['2003489', '2003493', '2003487']",[]
Poaceae,Triticum aestivum,['1021566'],"['1021568', '1021569']","['1021572', '1021573', '1021574']","['1021578', '1021579', '1021580']"
Trochodendraceae,Trochodendron aralioides,[],[],"['1208195', '1208190', '1208189']",[]
Ranunculaceae,Trollius europaeus,['1013168'],"['1012319', '1012320']","['1013169', '1013170', '1013171']","['1020062', '1020063', '1020064']"
Tropaeolaceae,Tropaeolum emarginatum,['2002516'],[],"['2002526', '2002518', '2002519']",[]
Tropaeolaceae,Tropaeolum majus,['1011060'],"['2012097', '2012098']","['1011061', '1011062', '1011063']",['1013521']
Tropaeolaceae,Tropaeolum moritzianum,['2002180'],[],"['2002189', '2002187', '2002182']",[]
Moraceae,Trophis caucana,['2004360'],[],"['2004361', '2004365', '2004362']",[]
Pinaceae,Tsuga canadensis,[],[],"['1019098', '1019099', '1019100']",[]
Ericaceae,Tsusiophyllum tanakae,[],[],"['2003495', '2003494', '2003496']",[]
Cistaceae,Tuberaria guttata,[],[],"['1213904', '1213906', '1213908']",[]
Liliaceae,Tulipa batalinii,['1201684'],[],"['1201682', '1201688', '1201687']",[]
Liliaceae,Tulipa humilis,[],[],"['1014739', '1014740', '1014741']",[]
Liliaceae,Tulipa kaufmanniana,['1204019'],[],"['1204014', '1204015', '1204007']",[]
Liliaceae,Tulipa sylvestris,['1018680'],"['2013890', '2013891']","['1018681', '1018682', '1018683']",[]
Liliaceae,Tulipa tarda,['1200948'],[],"['1200944', '1200946', '1200950']",[]
Liliaceae,Tulipa turkestanica,[],[],"['1010538', '1010539', '1010540']",[]
Liliaceae,Tulipa urumiensis,['1014553'],[],"['1019493', '1019494']","['1014555', '1014556']"
Convolvulaceae,Turbina holubii,['2004510'],[],"['2004518', '2004511', '2004517']",[]
Cactaceae,Turbinicarpus alonsoi,['1208588'],[],"['1208585', '1208587', '1208584']",[]
Cactaceae,Turbinicarpus pseudomacrochele,['1200842'],[],"['1200836', '1200837', '1200841']",[]
Passifloraceae,Turnera ulmifolia,[],[],"['2003453', '2003454', '2003451']",[]
Brassicaceae,Turritis glabra,['1210322'],"['2016681', '2016682']","['1210323', '1210320', '1210319']",[]
Asteraceae,Tussilago farfara,['1013524'],"['2013548', '2013549']","['1019733', '1019734', '1019735']",[]
Crassulaceae,Tylecodon racemosus,['1018031'],[],"['1018034', '1018035', '1018036']",[]
Typhaceae,Typha angustifolia,[],"['2014094', '2014095']",[],[]
Typhaceae,Typha latifolia,[],"['2014091', '2014092']","['1011692', '1011693', '1011694']",[]
Typhaceae,Typha minima,['1012987'],[],"['1012988', '1012989', '1012990']",[]
Cactaceae,Uebelmannia pectinifera,['1200697'],[],"['1200692', '1200694', '1200699']",[]
Araceae,Ulearum sagittatum,[],[],"['1021876', '1021877', '1021878']","['1021879', '1021880']"
Fabaceae,Ulex europaeus,[],"['2011881', '2011882']",[],[]
Fabaceae,Ulex gallii,[],"['2011884', '2011885']",[],[]
Ulmaceae,Ulmus carpinifolia,[],"['2010981', '2010982']",[],[]
Ulmaceae,Ulmus glabra,[],"['2010975', '2010976']","['1017471', '1017472', '1017473']",[]
Ulmaceae,Ulmus laevis,['1021283'],"['1021285', '1021286']","['1012829', '1012830', '1012831']","['1015574', '1015575', '1021292']"
Ulmaceae,Ulmus minor,['1021324'],"['1021325', '1021326']","['1021329', '1021330', '1021331']","['1021337', '1021338', '1021339']"
Urticaceae,Urera simplex,['2008450'],[],"['2008451', '2008454', '2008458']",[]
Araceae,Urospatha sagittifolia,[],[],"['1021912', '1021913', '1021914']","['1021916', '1021917', '1021918']"
Asteraceae,Urospermum dalechampii,['2000518'],"['2015904', '2015905']","['2000525', '2000522', '2000519']",[]
Bromeliaceae,Ursulaea macvaughii,[],[],"['2009465', '2009463', '2009470']",[]
Urticaceae,Urtica dioica,['1021654'],"['1021655', '1021656']","['1021659', '1021660', '1021661']","['1021665', '1021666', '1021668']"
Urticaceae,Urtica urens,[],"['2010996', '2010997']",[],[]
Lentibulariaceae,Utricularia calycifida,['1017459'],[],"['1017461', '1017462', '1017463']",[]
Lentibulariaceae,Utricularia sandersonii,['1010107'],[],"['1010109', '1010110', '1010111']",[]
Lentibulariaceae,Utricularia vulgaris,['1017882'],[],"['1017883', '1017884', '1017885']",[]
Liliaceae,Uvularia grandiflora,['1016589'],"['2011377', '2011378']","['1016590', '1016591', '1016592']",[]
Caryophyllaceae,Vaccaria hispanica,[],"['2015259', '2015260']",[],[]
Ericaceae,Vaccinium angustifolium,[],"['2016825', '2016826']",[],[]
Ericaceae,Vaccinium myrtillus,[],"['2012562', '2012563']","['1017411', '1017412', '1017413']",[]
Ericaceae,Vaccinium poasanum,['2006420'],[],"['2006418', '2006415', '2006412']",[]
Ericaceae,Vaccinium uliginosum,['2007195'],"['2012565', '2012566']","['2007196', '2007202', '2007201']",[]
Ericaceae,Vaccinium vitis-idaea,['2001559'],"['2012559', '2012560']","['2001557', '2001556', '2001552']",[]
Caprifoliaceae,Valeriana celtica,['2009171'],"['2014987', '2014988']","['2009172', '2009175', '2009174']",[]
Caprifoliaceae,Valeriana collina,[],"['2015262', '2015263']",[],[]
Caprifoliaceae,Valeriana dioica,[],"['2013335', '2013337']","['1018973', '1018974', '1018975']",[]
Caprifoliaceae,Valeriana elongata,['2008247'],[],"['2008249', '2008252', '2008251']",[]
Caprifoliaceae,Valeriana lapathifolia,[],"['2016576', '2016577']",[],[]
Caprifoliaceae,Valeriana montana,['1204886'],[],"['1204884', '1204880', '1204882']",[]
Caprifoliaceae,Valeriana officinalis,[],"['2013329', '2013330']","['1017864', '1017865', '1017866']",[]
Caprifoliaceae,Valeriana prionophylla,['2001306'],[],"['2001310', '2001309', '2001307']",[]
Caprifoliaceae,Valeriana saxatilis,['2007204'],"['2015265', '2015266']","['2007205', '2007212', '2007211']",[]
Caprifoliaceae,Valeriana supina,['2008257'],[],"['2008261', '2008258', '2008265']",[]
Caprifoliaceae,Valeriana tripteris,[],"['2013338', '2013339']",[],[]
Caprifoliaceae,Valeriana tuberosa,[],"['2013332', '2013333']",[],[]
Caprifoliaceae,Valerianella carinata,['1216334'],[],"['1012605', '1012606', '1012607']",[]
Caprifoliaceae,Valerianella dentata,[],"['2013323', '2013324']",[],[]
Caprifoliaceae,Valerianella locusta,['2000619'],"['2013321', '2013322']","['2000538', '2000536', '2000534']",[]
Orchidaceae,Vanilla aphylla,['1016947'],[],"['1016949', '1016950', '1016951']",[]
Orchidaceae,Vanilla planifolia,['1019127'],[],"['1019130', '1019131', '1019132']",[]
Orchidaceae,Vanilla pompona,['1010625'],[],"['1010627', '1010628', '1010629']",[]
Liliaceae,Veltheimia bracteata,['1014003'],[],"['1014004', '1014005', '1014006']",[]
Melanthiaceae,Veratrum album,['1013558'],"['2013809', '2013810']","['1013559', '1013560', '1013561']",[]
Melanthiaceae,Veratrum nigrum,[],"['2015268', '2015269']","['1020435', '1020436', '1020437']",[]
Scrophulariaceae,Verbascum arcturus,['1011200'],[],"['1011201', '1011202', '1011203']",[]
Scrophulariaceae,Verbascum blattaria,[],"['2013069', '2013070']",[],[]
Scrophulariaceae,Verbascum chaixii,['1013100'],"['2017683', '2017684']","['1013101', '1013102', '1013103']",[]
Scrophulariaceae,Verbascum densiflorum,['1013799'],[],"['1013800', '1013801', '1013802']",[]
Scrophulariaceae,Verbascum lychnitis,[],"['2013078', '2013079']",[],[]
Scrophulariaceae,Verbascum macrurum,[],[],"['1214052', '1214053', '1214056']",[]
Scrophulariaceae,Verbascum nigrum,[],"['2013063', '2013064']",[],[]
Scrophulariaceae,Verbascum phlomoides,['1022305'],"['1022307', '1022308']","['1022310', '1022311', '1022312']","['1022316', '1022317', '1022318']"
Scrophulariaceae,Verbascum phoeniceum,['1014560'],"['1014562', '1014563']","['1014565', '1014566', '1014567']","['1014571', '1014572', '1014573']"
Scrophulariaceae,Verbascum phoenicum,[],"['2013072', '2013073']",[],[]
Scrophulariaceae,Verbascum pulverulentum,[],[],"['2001497', '2001498', '2001495']",[]
Scrophulariaceae,Verbascum sinuatum,[],"['2013066', '2013067']",[],[]
Scrophulariaceae,Verbascum speciosum,['1015547'],"['1015549', '1015550']","['1015552', '1015553', '1015554']","['1015558', '1015559', '1015560']"
Scrophulariaceae,Verbascum spinosum,['1012112'],[],"['1012113', '1012114', '1012115']",[]
Scrophulariaceae,Verbascum undulatum,[],"['2013084', '2013085']",[],[]
Verbenaceae,Verbena bonariensis,['1207273'],[],"['1207277', '1207270', '1207271']",[]
Verbenaceae,Verbena officinalis,['1020511'],[],"['1016249', '1016250', '1016251']",[]
Asteraceae,Vernonia auriculata,[],"['2016990', '2016991']",[],[]
Asteraceae,Vernonia cinerea,[],"['2016006', '2016007']",[],[]
Asteraceae,Vernonia poskeana,[],"['2016405', '2016406']",[],[]
Plantaginaceae,Veronica agrestis,[],"['2013150', '2013151']",[],[]
Plantaginaceae,Veronica allionii,['2002385'],[],"['2002391', '2002386', '2002392']",[]
Plantaginaceae,Veronica alpina,['2008165'],[],"['2008167', '2008166', '2008169']",[]
Plantaginaceae,Veronica anagallis-aquatica,['1212047'],"['1212049', '1212048']","['1212056', '1212059', '1212058']","['1212070', '1212067', '1212071']"
Plantaginaceae,Veronica aphylla,['2001901'],"['2015379', '2015380']","['2001908', '2001904', '2001902']",[]
Plantaginaceae,Veronica armena,['2004727'],[],"['2004736', '2004729', '2004732']",[]
Plantaginaceae,Veronica arvensis,[],"['2013138', '2013139']","['1012164', '1012165', '1012166']",[]
Plantaginaceae,Veronica austriaca,[],"['2015274', '2015275']","['1208181', '1208186', '1208187']",[]
Plantaginaceae,Veronica barrelieri,['1212140'],"['1212147', '1212148']","['1212156', '1212151', '1212152']","['1212162', '1212159', '1212167']"
Plantaginaceae,Veronica beccabunga,['1201989'],"['2013156', '2013157']","['1012120', '1012121', '1012123']",[]
Plantaginaceae,Veronica bellidioides,['2001909'],[],"['2001914', '2001913', '2001915']",[]
Plantaginaceae,Veronica chamaedrys,['1012386'],"['2013165', '2013166']","['1012387', '1019495', '1019496']",[]
Plantaginaceae,Veronica cinerea,[],[],"['1013688', '1013689', '1013690']",[]
Plantaginaceae,Veronica filiformis,[],"['2013153', '2013154']",[],[]
Plantaginaceae,Veronica fruticans,['1012167'],"['2013135', '2013136']","['1012168', '1012169', '1012170']",[]
Plantaginaceae,Veronica gentianoides,['1207319'],[],"['1207326', '1207321', '1207323']",[]
Plantaginaceae,Veronica hederifolia,['1209280'],[],"['1209277', '1209282', '1209281']",[]
Plantaginaceae,Veronica longifolia,[],"['2015247', '2015248']",[],[]
Plantaginaceae,Veronica multifida,[],"['2017768', '2017769']",[],[]
Plantaginaceae,Veronica officinalis,[],"['2013162', '2013163']",[],[]
Plantaginaceae,Veronica persica,['1019989'],"['2013144', '2013145']","['1012394', '1012395', '1012396']",[]
Plantaginaceae,Veronica polita,[],"['2013147', '2013148']","['1018490', '1018491', '1018493']",[]
Plantaginaceae,Veronica praecox,[],"['2015286', '2015287']","['2001296', '2001301', '2001295']",[]
Plantaginaceae,Veronica prostrata,['1013911'],"['2015277', '2015278']","['1013912', '1013913', '1013915']",[]
Plantaginaceae,Veronica serpyllifolia,['1018315'],[],"['1018316', '1018317', '1018318']",[]
Plantaginaceae,Veronica spicata,['2003689'],"['2013129', '2013130']","['2003691', '2003694', '2003698']",[]
Plantaginaceae,Veronica sublobata,['1207770'],"['2015283', '2015284']","['1017889', '1017890', '1017891']",[]
Plantaginaceae,Veronica teucrium,['2002068'],"['2013168', '2013169']","['2002069', '2002071', '2002075']",[]
Plantaginaceae,Veronica triloba,[],[],"['1018496', '1018497', '1018498']",[]
Plantaginaceae,Veronica triphyllos,[],"['2013141', '2013142']",[],[]
Plantaginaceae,Veronica urticifolia,['1013145'],"['2017011', '2017012']","['1013146', '1013147', '1013148']",[]
Plantaginaceae,Veronica vindobonensis,[],"['2015280', '2015281']",[],[]
Adoxaceae,Viburnum farreri,['1012241'],"['2016351', '2016352']","['1012242', '1012243', '1012244']",[]
Adoxaceae,Viburnum henryi,[],"['2016741', '2016742']",[],[]
Adoxaceae,Viburnum japonicum,[],"['2017032', '2017033']",[],[]
Adoxaceae,Viburnum lantana,['1209810'],"['2013291', '2013292']","['1209807', '1209803', '1209806']",[]
Adoxaceae,Viburnum opulus,['1011979'],"['2013288', '2013289']","['1011980', '1011981', '1011982']",[]
Adoxaceae,Viburnum rhytidophyllum,['1020392'],"['2011056', '2011057']","['1020393', '1020394', '1020395']",[]
Adoxaceae,Viburnum suspensum,[],"['2016666', '2016667']",[],[]
Adoxaceae,Viburnum tinus,['1012841'],"['2013294', '2013295']","['1012842', '1012843', '1012844']",[]
Adoxaceae,Viburnum treleasei,[],"['2017041', '2017042']",[],[]
Adoxaceae,Viburnum utile,['1206237'],[],"['1206235', '1206236', '1206229']",[]
Fabaceae,Vicia angustifolia,[],"['2015301', '2015302']",[],[]
Fabaceae,Vicia cassubica,[],"['2015289', '2015290']",[],[]
Fabaceae,Vicia cordata,[],"['2015304', '2015305']",[],[]
Fabaceae,Vicia cracca,['1014352'],"['2011941', '2011942']","['1014353', '1014354', '1014355']",[]
Fabaceae,Vicia dumetorum,[],"['2015295', '2015296']",[],[]
Fabaceae,Vicia faba,[],"['2017750', '2017751']",[],[]
Fabaceae,Vicia grandiflora,[],"['2011953', '2011954']",[],[]
Fabaceae,Vicia hirsuta,[],[],"['1010965', '1010966', '1010967']",[]
Fabaceae,Vicia hybrida,[],[],"['2009377', '2009379', '2009378']",[]
Fabaceae,Vicia incana,[],"['2015292', '2015293']",[],[]
Fabaceae,Vicia lathyroides,[],"['2015298', '2015299']",[],[]
Fabaceae,Vicia magellanica,[],"['2016708', '2016709']",[],[]
Fabaceae,Vicia onobrychioides,['2003209'],[],"['2003210', '2003212', '2003216']",[]
Fabaceae,Vicia pannonica,['1013820'],"['2014196', '2014197']","['1013821', '1013822', '1013823']",[]
Fabaceae,Vicia parviflora,[],[],"['1216367', '1216363', '1216365']",[]
Fabaceae,Vicia sativa,[],"['2011959', '2011960']",[],[]
Fabaceae,Vicia sepium,['1016850'],"['2011956', '2011957']","['1016851', '1016852', '1016853']",[]
Fabaceae,Vicia sylvatica,['2007977'],[],"['2007982', '2007980', '2007985']",[]
Fabaceae,Vicia tenuifolia,['1013918'],"['2015667', '2015668']","['1013919', '1013920', '1013921']",[]
Fabaceae,Vicia villosa,[],"['2011947', '2011948']",[],[]
Nymphaeaceae,Victoria regia,['1203077'],[],"['1203080', '1203078', '1203082']",[]
Fabaceae,Vigna speciosa,[],[],"['2006421', '2006426', '2006424']",[]
Apocynaceae,Vinca herbacea,['1208458'],"['2012706', '2012707']","['1011254', '1011255', '1011256']",[]
Apocynaceae,Vinca major,['1016562'],"['2012709', '2012710']","['1016563', '1016564', '1016565']",[]
Apocynaceae,Vinca minor,['1017825'],"['2012703', '2012704']","['1017826', '1017827', '1017828']",[]
Apocynaceae,Vincetoxicum hirundinaria,['1019180'],[],"['1019181', '1019182', '1019183']",[]
Violaceae,Viola alba,['1012261'],"['2015307', '2015308']","['1012262', '1012263', '1012264']",[]
Violaceae,Viola alpina,[],"['2015310', '2015311']",[],[]
Violaceae,Viola arvensis,['1017614'],"['2012334', '2012335']","['1017615', '1017616', '1017618']",[]
Violaceae,Viola biflora,['1019831'],"['2012328', '2012329']","['1019832', '1019833', '1019834']",[]
Violaceae,Viola calcarata,['2001752'],[],"['2001753', '2001755', '2001759']",[]
Violaceae,Viola canina,['1016544'],[],"['1016545', '1016546', '1016548']",[]
Violaceae,Viola cornuta,['2007546'],[],"['2007555', '2007549', '2007554']",[]
Violaceae,Viola elatior,[],[],"['2000542', '2000545', '2000546']",[]
Violaceae,Viola hirta,['1016538'],"['2012322', '2012323']","['1016539', '1016540', '1016541']",[]
Violaceae,Viola maculata,[],"['2016537', '2016538']",[],[]
Violaceae,Viola magellanica,[],"['2016711', '2016712']",[],[]
Violaceae,Viola mirabilis,['1017528'],[],"['1017529', '1017530', '1017531']",[]
Violaceae,Viola odorata,['1017607'],"['2012319', '2012320']","['1017608', '1017609', '1017611']",[]
Violaceae,Viola palustris,[],[],"['1011773', '1011774', '1011775']",[]
Violaceae,Viola reichenbachiana,[],"['2015313', '2015314']",[],[]
Violaceae,Viola riviniana,['1014949'],"['2012325', '2012326']","['1014950', '1014951', '1014952']",[]
Violaceae,Viola tricolor,['1022333'],"['1022335', '1022336']","['1022338', '1022339', '1022340']","['1022345', '1022346', '1022347']"
Caryophyllaceae,Silene viscaria,[],"['2015808', '2015809']",[],[]
Santalaceae,Viscum album,['1017768'],"['2011011', '2011012']","['1012805', '1012806', '1012807']",[]
Santalaceae,Viscum laxum,[],[],"['1012899', '1012900', '1012901']",[]
Hypericaceae,Vismia baccifera,['2017319'],[],"['2017323', '2017326', '2017329']",[]
Theaceae,Visnea mocanera,[],"['2015571', '2015572']",[],[]
Primulaceae,Vitaliana primuliflora,['2005273'],[],"['2005278', '2005285', '2005277']",[]
Lamiaceae,Vitex agnus-castus,['2002777'],"['2012841', '2012842']","['2002778', '2002784', '2002783']",[]
Lamiaceae,Vitex trifolia,[],"['2017744', '2017745']","['2004131', '2004137', '2004134']",[]
Vitaceae,Vitis labrusca,['2004520'],[],"['2004527', '2004528', '2004524']",[]
Vitaceae,Vitis vinifera,['1013107'],"['2012226', '2012227']","['1013108', '1013109', '1013110']",[]
Bromeliaceae,Vriesea altodaserrae,[],[],"['1216097', '1216096', '1216095']",[]
Bromeliaceae,Vriesea amadoi,[],[],"['1215040', '1215045', '1215044']",[]
Bromeliaceae,Vriesea appariciana,[],[],"['1200560', '1200562', '1200564']",[]
Bromeliaceae,Vriesea bi-beatricis,[],[],"['2006874', '2006872', '2006877']",[]
Bromeliaceae,Vriesea bleheri,[],[],"['1017361', '1017360', '1017362']",[]
Bromeliaceae,Vriesea cearensis,[],[],"['2004076', '2004082', '2004081']",[]
Bromeliaceae,Vriesea densiflora,[],[],"['1213581', '1213579', '1213583']",[]
Bromeliaceae,Vriesea duvaliana,['1010751'],[],"['1010752', '1010753', '1010754']",[]
Bromeliaceae,Vriesea elata,[],[],"['2006958', '2006960', '2006956']",[]
Bromeliaceae,Vriesea exaltata,[],[],"['1214802', '1214795', '1214800']",[]
Bromeliaceae,Vriesea flammea,[],[],"['1211011', '1211015', '1211009']",[]
Bromeliaceae,Vriesea fontourae,[],[],"['1010459', '1010460', '1010461']",[]
Bromeliaceae,Vriesea fosteriana,[],[],"['1207887', '1207890', '1207891']",[]
Bromeliaceae,Vriesea friburgensis,['1019354'],[],"['1019355', '1019356', '1019357']",[]
Bromeliaceae,Vriesea gigantea,[],[],"['1210095', '1210097', '1210094']",[]
Bromeliaceae,Vriesea gradata,[],[],"['1019214', '1019215', '1019216']",[]
Bromeliaceae,Vriesea guttata,[],[],"['1010668', '1010669', '1010670']",[]
Bromeliaceae,Vriesea haematina,[],[],"['1212397', '1212395', '1212400']",[]
Bromeliaceae,Vriesea hieroglyphica,[],[],"['1207460', '1207462', '1207458']",[]
Bromeliaceae,Vriesea hoehneana,[],[],"['1208562', '1208564', '1208559']",[]
Bromeliaceae,Vriesea limae,[],[],"['2008901', '2008898', '2008903']",[]
Bromeliaceae,Vriesea longicaulis,[],[],"['1010780', '1010781', '1010782']",[]
Bromeliaceae,Vriesea longiscapa,['1013182'],[],"['1013184', '1013183', '1013185']",[]
Bromeliaceae,Vriesea malzinei,[],[],"['1211768', '1211765', '1211772']",[]
Bromeliaceae,Vriesea minarum,[],[],"['1211779', '1211780', '1211775']",[]
Bromeliaceae,Vriesea minuta,[],[],"['1012525', '1012526', '1012527']",[]
Bromeliaceae,Vriesea mollis,[],[],"['1215332', '1215327', '1215326']",[]
